Date,Customer,Veggie,Quantity
2019-12-23 00:00:00,Amamos las verduras,Broccoli,218968
2019-12-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,939960
2019-12-28 00:00:00,Volimo povrce,Cabbage,736896
2019-12-29 00:00:00,Volimo povrce,Cabbage,283632
2020-01-02 00:00:00,Amamos las verduras,Potatoes,27632
2020-01-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,28072
2020-01-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,9680
2020-01-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,19448
2020-01-07 00:00:00,Wir lieben Gemüse,Broccoli,61952
2020-01-07 00:00:00,Wir lieben Gemüse,Peppers,27544
2020-01-08 00:00:00,Amamos las verduras,Cabbage,71720
2020-01-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,32472
2020-01-15 00:00:00,We love veggies,Broccoli,33616
2020-01-15 00:00:00,We love veggies,Potatoes,19624
2020-01-17 00:00:00,Amamos las verduras,Peppers,134552
2020-01-21 00:00:00,Amiamo le verdure,Peppers,58872
2020-01-21 00:00:00,Volimo povrce,Peppers,64680
2020-01-23 00:00:00,Amamos las verduras,Broccoli,23848
2020-01-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,101640
2020-01-28 00:00:00,Volimo povrce,Cabbage,80256
2020-01-29 00:00:00,Volimo povrce,Cabbage,30096
2020-02-02 00:00:00,Amamos las verduras,Potatoes,35168
2020-02-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,35728
2020-02-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,12320
2020-02-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,24752
2020-02-07 00:00:00,Wir lieben Gemüse,Broccoli,78848
2020-02-07 00:00:00,Wir lieben Gemüse,Peppers,35056
2020-02-08 00:00:00,Amamos las verduras,Cabbage,91280
2020-02-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,41328
2020-02-15 00:00:00,We love veggies,Broccoli,42784
2020-02-15 00:00:00,We love veggies,Potatoes,24976
2020-02-17 00:00:00,Amamos las verduras,Peppers,171248
2020-02-21 00:00:00,Amiamo le verdure,Peppers,74928
2020-02-21 00:00:00,Volimo povrce,Peppers,82320
2020-02-23 00:00:00,Amamos las verduras,Broccoli,30352
2020-02-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,129360
2020-02-28 00:00:00,Volimo povrce,Cabbage,102144
2020-02-29 00:00:00,Volimo povrce,Cabbage,38304
2020-03-02 00:00:00,Amamos las verduras,Potatoes,62844
2020-03-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,63818
2020-03-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,22030
2020-03-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,44230
2020-03-07 00:00:00,Wir lieben Gemüse,Broccoli,140916
2020-03-07 00:00:00,Wir lieben Gemüse,Peppers,62658
2020-03-08 00:00:00,Amamos las verduras,Cabbage,163080
2020-03-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,73884
2020-03-15 00:00:00,We love veggies,Broccoli,76498
2020-03-15 00:00:00,We love veggies,Potatoes,44698
2020-03-17 00:00:00,Amamos las verduras,Peppers,306068
2020-03-21 00:00:00,Amiamo le verdure,Peppers,133950
2020-03-21 00:00:00,Volimo povrce,Peppers,147166
2020-03-23 00:00:00,Amamos las verduras,Broccoli,54370
2020-03-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,231312
2020-03-28 00:00:00,Volimo povrce,Cabbage,182608
2020-03-29 00:00:00,Volimo povrce,Cabbage,68614
2020-04-02 00:00:00,Amamos las verduras,Potatoes,62844
2020-04-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,63818
2020-04-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,22030
2020-04-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,44230
2020-04-07 00:00:00,Wir lieben Gemüse,Broccoli,183924
2020-04-07 00:00:00,Wir lieben Gemüse,Peppers,62658
2020-04-08 00:00:00,Amamos las verduras,Cabbage,163080
2020-04-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,73884
2020-04-15 00:00:00,We love veggies,Broccoli,76498
2020-04-15 00:00:00,We love veggies,Potatoes,44698
2020-04-17 00:00:00,Amamos las verduras,Peppers,399476
2020-04-21 00:00:00,Amiamo le verdure,Peppers,133950
2020-04-21 00:00:00,Volimo povrce,Peppers,147166
2020-04-23 00:00:00,Amamos las verduras,Broccoli,54370
2020-04-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,301872
2020-04-28 00:00:00,Volimo povrce,Cabbage,182608
2020-04-29 00:00:00,Volimo povrce,Cabbage,145222
2020-05-02 00:00:00,Amamos las verduras,Potatoes,188488
2020-05-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,191436
2020-05-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,66060
2020-05-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,132660
2020-05-07 00:00:00,Wir lieben Gemüse,Broccoli,422632
2020-05-07 00:00:00,Wir lieben Gemüse,Peppers,187916
2020-05-08 00:00:00,Amamos las verduras,Cabbage,489160
2020-05-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,221568
2020-05-15 00:00:00,We love veggies,Broccoli,229396
2020-05-15 00:00:00,We love veggies,Potatoes,133996
2020-05-17 00:00:00,Amamos las verduras,Peppers,917936
2020-05-21 00:00:00,Amiamo le verdure,Peppers,401700
2020-05-21 00:00:00,Volimo povrce,Peppers,441332
2020-05-23 00:00:00,Amamos las verduras,Broccoli,162940
2020-05-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,693624
2020-05-28 00:00:00,Volimo povrce,Cabbage,547616
2020-05-29 00:00:00,Volimo povrce,Cabbage,205628
2020-06-02 00:00:00,Amamos las verduras,Potatoes,62844
2020-06-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,63818
2020-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,22030
2020-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,44230
2020-06-07 00:00:00,Wir lieben Gemüse,Broccoli,140916
2020-06-07 00:00:00,Wir lieben Gemüse,Peppers,62658
2020-06-08 00:00:00,Amamos las verduras,Cabbage,163080
2020-06-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,73884
2020-06-15 00:00:00,We love veggies,Broccoli,76498
2020-06-15 00:00:00,We love veggies,Potatoes,44698
2020-06-17 00:00:00,Amamos las verduras,Peppers,306068
2020-06-21 00:00:00,Amiamo le verdure,Peppers,133950
2020-06-21 00:00:00,Volimo povrce,Peppers,147166
2020-06-23 00:00:00,Amamos las verduras,Broccoli,54370
2020-06-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,231312
2020-06-28 00:00:00,Volimo povrce,Cabbage,182608
2020-06-29 00:00:00,Volimo povrce,Cabbage,68614
2020-07-02 00:00:00,Amamos las verduras,Potatoes,331584
2020-07-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,336864
2020-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,116160
2020-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,233376
2020-07-07 00:00:00,Wir lieben Gemüse,Broccoli,743424
2020-07-07 00:00:00,Wir lieben Gemüse,Peppers,330528
2020-07-08 00:00:00,Amamos las verduras,Cabbage,860640
2020-07-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,389664
2020-07-15 00:00:00,We love veggies,Broccoli,403392
2020-07-15 00:00:00,We love veggies,Potatoes,235488
2020-07-17 00:00:00,Amamos las verduras,Peppers,1614624
2020-07-21 00:00:00,Amiamo le verdure,Peppers,706464
2020-07-21 00:00:00,Volimo povrce,Peppers,776160
2020-07-23 00:00:00,Amamos las verduras,Broccoli,286176
2020-07-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1219680
2020-07-28 00:00:00,Volimo povrce,Cabbage,963072
2020-07-29 00:00:00,Volimo povrce,Cabbage,361152
2020-08-02 00:00:00,Amamos las verduras,Potatoes,386848
2020-08-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,393008
2020-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,135520
2020-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,272272
2020-08-07 00:00:00,Wir lieben Gemüse,Broccoli,867328
2020-08-07 00:00:00,Wir lieben Gemüse,Peppers,385616
2020-08-08 00:00:00,Amamos las verduras,Cabbage,1004080
2020-08-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,454608
2020-08-15 00:00:00,We love veggies,Broccoli,470624
2020-08-15 00:00:00,We love veggies,Potatoes,274736
2020-08-17 00:00:00,Amamos las verduras,Peppers,1883728
2020-08-21 00:00:00,Amiamo le verdure,Peppers,824208
2020-08-21 00:00:00,Volimo povrce,Peppers,905520
2020-08-23 00:00:00,Amamos las verduras,Broccoli,333872
2020-08-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1422960
2020-08-28 00:00:00,Volimo povrce,Cabbage,1123584
2020-08-29 00:00:00,Volimo povrce,Cabbage,421344
2020-09-02 00:00:00,Amamos las verduras,Potatoes,221078
2020-09-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,224597
2020-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,77475
2020-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,155619
2020-09-07 00:00:00,Wir lieben Gemüse,Broccoli,495722
2020-09-07 00:00:00,Wir lieben Gemüse,Peppers,220405
2020-09-08 00:00:00,Amamos las verduras,Cabbage,573824
2020-09-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,259874
2020-09-15 00:00:00,We love veggies,Broccoli,269035
2020-09-15 00:00:00,We love veggies,Potatoes,157099
2020-09-17 00:00:00,Amamos las verduras,Peppers,1076670
2020-09-21 00:00:00,Amiamo le verdure,Peppers,471129
2020-09-21 00:00:00,Volimo povrce,Peppers,517597
2020-09-23 00:00:00,Amamos las verduras,Broccoli,190953
2020-09-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,813484
2020-09-28 00:00:00,Volimo povrce,Cabbage,642254
2020-09-29 00:00:00,Volimo povrce,Cabbage,240981
2020-10-02 00:00:00,Amamos las verduras,Potatoes,221082
2020-10-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,224584
2020-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,77452
2020-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,155596
2020-10-07 00:00:00,Wir lieben Gemüse,Broccoli,495668
2020-10-07 00:00:00,Wir lieben Gemüse,Peppers,220378
2020-10-08 00:00:00,Amamos las verduras,Cabbage,573798
2020-10-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,259806
2020-10-15 00:00:00,We love veggies,Broccoli,268965
2020-10-15 00:00:00,We love veggies,Potatoes,157029
2020-10-17 00:00:00,Amamos las verduras,Peppers,1076528
2020-10-21 00:00:00,Amiamo le verdure,Peppers,471035
2020-10-21 00:00:00,Volimo povrce,Peppers,517509
2020-10-23 00:00:00,Amamos las verduras,Broccoli,190852
2020-10-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,813228
2020-10-28 00:00:00,Volimo povrce,Cabbage,642131
2020-10-29 00:00:00,Volimo povrce,Cabbage,240853
2020-11-02 00:00:00,Amamos las verduras,Potatoes,221078
2020-11-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,224585
2020-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,77455
2020-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,155599
2020-11-07 00:00:00,Wir lieben Gemüse,Broccoli,495674
2020-11-07 00:00:00,Wir lieben Gemüse,Peppers,220381
2020-11-08 00:00:00,Amamos las verduras,Cabbage,573800
2020-11-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,259818
2020-11-15 00:00:00,We love veggies,Broccoli,268977
2020-11-15 00:00:00,We love veggies,Potatoes,157041
2020-11-17 00:00:00,Amamos las verduras,Peppers,1076550
2020-11-21 00:00:00,Amiamo le verdure,Peppers,471051
2020-11-21 00:00:00,Volimo povrce,Peppers,517523
2020-11-23 00:00:00,Amamos las verduras,Broccoli,190869
2020-11-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,813276
2020-11-28 00:00:00,Volimo povrce,Cabbage,642152
2020-11-29 00:00:00,Volimo povrce,Cabbage,240875
2020-12-02 00:00:00,Amamos las verduras,Potatoes,221056
2020-12-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,224576
2020-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,77440
2020-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,155584
2020-12-07 00:00:00,Wir lieben Gemüse,Broccoli,495616
2020-12-07 00:00:00,Wir lieben Gemüse,Peppers,220352
2020-12-08 00:00:00,Amamos las verduras,Cabbage,573760
2020-12-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,259776
2020-12-15 00:00:00,We love veggies,Broccoli,268928
2020-12-15 00:00:00,We love veggies,Potatoes,156992
2020-12-17 00:00:00,Amamos las verduras,Peppers,1076416
2020-12-21 00:00:00,Amiamo le verdure,Peppers,470976
2020-12-21 00:00:00,Volimo povrce,Peppers,517440
2020-12-23 00:00:00,Amamos las verduras,Broccoli,190784
2020-12-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,813120
2020-12-28 00:00:00,Volimo povrce,Cabbage,642048
2020-12-29 00:00:00,Volimo povrce,Cabbage,240768
2021-01-02 00:00:00,Amamos las verduras,Potatoes,13824
2021-01-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,14037
