Date,Customer,Veggie,Value
2022-03-15 00:00:00,We love veggies,Potatoes,22428
2022-03-17 00:00:00,Amamos las verduras,Peppers,306520
2022-03-21 00:00:00,Amiamo le verdure,Peppers,134200
2022-03-21 00:00:00,Volimo povrce,Peppers,147448
2022-03-23 00:00:00,Amamos las verduras,Broccoli,54656
2022-03-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,115908
2022-03-28 00:00:00,Volimo povrce,Cabbage,221546
2022-03-29 00:00:00,Volimo povrce,Cabbage,30384
2022-04-02 00:00:00,Amamos las verduras,Potatoes,31460
2022-04-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,63840
2022-04-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,22072
2022-04-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,44272
2022-04-07 00:00:00,Wir lieben Gemüse,Broccoli,227214
2022-04-07 00:00:00,Wir lieben Gemüse,Peppers,62752
2022-04-08 00:00:00,Amamos las verduras,Cabbage,163216
2022-04-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,74016
2022-04-15 00:00:00,We love veggies,Broccoli,76656
2022-04-15 00:00:00,We love veggies,Potatoes,22428
2022-04-17 00:00:00,Amamos las verduras,Peppers,493562
2022-04-21 00:00:00,Amiamo le verdure,Peppers,134200
2022-04-21 00:00:00,Volimo povrce,Peppers,147448
2022-04-23 00:00:00,Amamos las verduras,Broccoli,54656
2022-04-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,168942
2022-04-28 00:00:00,Volimo povrce,Cabbage,221546
2022-04-29 00:00:00,Volimo povrce,Cabbage,183962
2022-05-02 00:00:00,Amamos las verduras,Potatoes,94336
2022-05-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,191484
2022-05-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,66156
2022-05-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,132756
2022-05-07 00:00:00,Wir lieben Gemüse,Broccoli,423080
2022-05-07 00:00:00,Wir lieben Gemüse,Peppers,188140
2022-05-08 00:00:00,Amamos las verduras,Cabbage,489488
2022-05-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,221880
2022-05-15 00:00:00,We love veggies,Broccoli,229772
2022-05-15 00:00:00,We love veggies,Potatoes,67186
2022-05-17 00:00:00,Amamos las verduras,Peppers,919024
2022-05-21 00:00:00,Amiamo le verdure,Peppers,402300
2022-05-21 00:00:00,Volimo povrce,Peppers,442012
2022-05-23 00:00:00,Amamos las verduras,Broccoli,163628
2022-05-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,347412
2022-05-28 00:00:00,Volimo povrce,Cabbage,664014
2022-05-29 00:00:00,Volimo povrce,Cabbage,90938
2022-06-02 00:00:00,Amamos las verduras,Potatoes,31460
2022-06-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,63840
2022-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,22072
2022-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,44272
2022-06-07 00:00:00,Wir lieben Gemüse,Broccoli,141104
2022-06-07 00:00:00,Wir lieben Gemüse,Peppers,62752
2022-06-08 00:00:00,Amamos las verduras,Cabbage,163216
2022-06-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,74016
2022-06-15 00:00:00,We love veggies,Broccoli,76656
2022-06-15 00:00:00,We love veggies,Potatoes,22428
2022-06-17 00:00:00,Amamos las verduras,Peppers,306520
2022-06-21 00:00:00,Amiamo le verdure,Peppers,134200
2022-06-21 00:00:00,Volimo povrce,Peppers,147448
2022-06-23 00:00:00,Amamos las verduras,Broccoli,54656
2022-06-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,115908
2022-06-28 00:00:00,Volimo povrce,Cabbage,221546
2022-06-29 00:00:00,Volimo povrce,Cabbage,30384
2022-07-02 00:00:00,Amamos las verduras,Potatoes,248722
2022-07-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,673750
2022-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,232362
2022-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,466794
2022-07-07 00:00:00,Wir lieben Gemüse,Broccoli,1487036
2022-07-07 00:00:00,Wir lieben Gemüse,Peppers,661150
2022-07-08 00:00:00,Amamos las verduras,Cabbage,1291082
2022-07-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,584616
2022-07-15 00:00:00,We love veggies,Broccoli,806942
2022-07-15 00:00:00,We love veggies,Potatoes,235567
2022-07-17 00:00:00,Amamos las verduras,Peppers,3229700
2022-07-21 00:00:00,Amiamo le verdure,Peppers,1413178
2022-07-21 00:00:00,Volimo povrce,Peppers,1552602
2022-07-23 00:00:00,Amamos las verduras,Broccoli,572638
2022-07-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,914988
2022-07-28 00:00:00,Volimo povrce,Cabbage,1444924
2022-07-29 00:00:00,Volimo povrce,Cabbage,722666
2022-08-02 00:00:00,Amamos las verduras,Potatoes,290170
2022-08-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,786038
2022-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,271082
2022-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,544586
2022-08-07 00:00:00,Wir lieben Gemüse,Broccoli,1734844
2022-08-07 00:00:00,Wir lieben Gemüse,Peppers,771326
2022-08-08 00:00:00,Amamos las verduras,Cabbage,1506242
2022-08-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,682032
2022-08-15 00:00:00,We love veggies,Broccoli,941406
2022-08-15 00:00:00,We love veggies,Potatoes,274815
2022-08-17 00:00:00,Amamos las verduras,Peppers,3767908
2022-08-21 00:00:00,Amiamo le verdure,Peppers,1648666
2022-08-21 00:00:00,Volimo povrce,Peppers,1811322
2022-08-23 00:00:00,Amamos las verduras,Broccoli,668030
2022-08-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1067448
2022-08-28 00:00:00,Volimo povrce,Cabbage,1685692
2022-08-29 00:00:00,Volimo povrce,Cabbage,843050
2022-09-02 00:00:00,Amamos las verduras,Potatoes,142028
2022-09-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,288490
2022-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,99638
2022-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,199982
2022-09-07 00:00:00,Wir lieben Gemüse,Broccoli,637108
2022-09-07 00:00:00,Wir lieben Gemüse,Peppers,283298
2022-09-08 00:00:00,Amamos las verduras,Cabbage,737212
2022-09-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,334152
2022-09-15 00:00:00,We love veggies,Broccoli,345978
2022-09-15 00:00:00,We love veggies,Potatoes,101121
2022-09-17 00:00:00,Amamos las verduras,Peppers,1383876
2022-09-21 00:00:00,Amiamo le verdure,Peppers,605742
2022-09-21 00:00:00,Volimo povrce,Peppers,665470
2022-09-23 00:00:00,Amamos las verduras,Broccoli,246066
2022-09-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,523140
2022-09-28 00:00:00,Volimo povrce,Cabbage,864358
2022-09-29 00:00:00,Volimo povrce,Cabbage,271942
2022-10-02 00:00:00,Amamos las verduras,Potatoes,142017
2022-10-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,288432
2022-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,99540
2022-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,199884
2022-10-07 00:00:00,Wir lieben Gemüse,Broccoli,636848
2022-10-07 00:00:00,Wir lieben Gemüse,Peppers,283168
2022-10-08 00:00:00,Amamos las verduras,Cabbage,737070
2022-10-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,333874
2022-10-15 00:00:00,We love veggies,Broccoli,345684
2022-10-15 00:00:00,We love veggies,Potatoes,100974
2022-10-17 00:00:00,Amamos las verduras,Peppers,1383232
2022-10-21 00:00:00,Amiamo le verdure,Peppers,605336
2022-10-21 00:00:00,Volimo povrce,Peppers,665072
2022-10-23 00:00:00,Amamos las verduras,Broccoli,245624
2022-10-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,522622
2022-10-28 00:00:00,Volimo povrce,Cabbage,863820
2022-10-29 00:00:00,Volimo povrce,Cabbage,271384
2022-11-02 00:00:00,Amamos las verduras,Potatoes,142034
2022-11-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,288444
2022-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,99556
2022-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,199900
2022-11-07 00:00:00,Wir lieben Gemüse,Broccoli,636912
2022-11-07 00:00:00,Wir lieben Gemüse,Peppers,283200
2022-11-08 00:00:00,Amamos las verduras,Cabbage,737116
2022-11-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,333908
2022-11-15 00:00:00,We love veggies,Broccoli,345726
2022-11-15 00:00:00,We love veggies,Potatoes,100995
2022-11-17 00:00:00,Amamos las verduras,Peppers,1383360
2022-11-21 00:00:00,Amiamo le verdure,Peppers,605402
2022-11-21 00:00:00,Volimo povrce,Peppers,665150
2022-11-23 00:00:00,Amamos las verduras,Broccoli,245700
2022-11-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,522680
2022-11-28 00:00:00,Volimo povrce,Cabbage,863912
2022-11-29 00:00:00,Volimo povrce,Cabbage,271478
2022-12-02 00:00:00,Amamos las verduras,Potatoes,165826
2022-12-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,449174
2022-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,154922
2022-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,311210
2022-12-07 00:00:00,Wir lieben Gemüse,Broccoli,991420
2022-12-07 00:00:00,Wir lieben Gemüse,Peppers,440798
2022-12-08 00:00:00,Amamos las verduras,Cabbage,860762
2022-12-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,389784
2022-12-15 00:00:00,We love veggies,Broccoli,538014
2022-12-15 00:00:00,We love veggies,Potatoes,157071
2022-12-17 00:00:00,Amamos las verduras,Peppers,2153284
2022-12-21 00:00:00,Amiamo le verdure,Peppers,942202
2022-12-21 00:00:00,Volimo povrce,Peppers,1035162
2022-12-23 00:00:00,Amamos las verduras,Broccoli,381854
2022-12-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,610068
2022-12-28 00:00:00,Volimo povrce,Cabbage,963388
2022-12-29 00:00:00,Volimo povrce,Cabbage,481898
