Date,Customer,Veggie,Value
2021-05-23 00:00:00,Amamos las verduras,Broccoli,179322.37962
2021-05-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,483503.70275999996
2021-05-28 00:00:00,Volimo povrce,Cabbage,595039.5457499999
2021-05-29 00:00:00,Volimo povrce,Cabbage,81491.81524999999
2021-06-02 00:00:00,Amamos las verduras,Potatoes,43783.8258
2021-06-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,57208.619999999995
2021-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,24189.03588
2021-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,39673.246
2021-06-07 00:00:00,Wir lieben Gemüse,Broccoli,154637.99016
2021-06-07 00:00:00,Wir lieben Gemüse,Peppers,75327.81456
2021-06-08 00:00:00,Amamos las verduras,Cabbage,146261.938
2021-06-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,88849.17648
2021-06-15 00:00:00,We love veggies,Broccoli,84008.46023999999
2021-06-15 00:00:00,We love veggies,Potatoes,31213.720439999997
2021-06-17 00:00:00,Amamos las verduras,Peppers,367948.1405999999
2021-06-21 00:00:00,Amiamo le verdure,Peppers,161094.351
2021-06-21 00:00:00,Volimo povrce,Peppers,176997.31644
2021-06-23 00:00:00,Amamos las verduras,Broccoli,59898.330239999996
2021-06-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,161312.64084
2021-06-28 00:00:00,Volimo povrce,Cabbage,198532.90924999997
2021-06-29 00:00:00,Volimo povrce,Cabbage,27227.861999999997
2021-07-02 00:00:00,Amamos las verduras,Potatoes,230748.83399999997
2021-07-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,301874.04425
2021-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,127308.06189
2021-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,209139.44475
2021-07-07 00:00:00,Wir lieben Gemüse,Broccoli,814768.9659
2021-07-07 00:00:00,Wir lieben Gemüse,Peppers,396789.07113
2021-07-08 00:00:00,Amamos las verduras,Cabbage,771266.1115
2021-07-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,467783.42364
2021-07-15 00:00:00,We love veggies,Broccoli,442116.22112999996
2021-07-15 00:00:00,We love veggies,Potatoes,163888.73307
2021-07-17 00:00:00,Amamos las verduras,Peppers,1938313.1599799998
2021-07-21 00:00:00,Amiamo le verdure,Peppers,848102.93817
2021-07-21 00:00:00,Volimo povrce,Peppers,931775.96829
2021-07-23 00:00:00,Amamos las verduras,Broccoli,313688.13411
2021-07-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,848799.42624
2021-07-28 00:00:00,Volimo povrce,Cabbage,863097.4169999999
2021-07-29 00:00:00,Volimo povrce,Cabbage,323703.64924999996
2021-08-02 00:00:00,Amamos las verduras,Potatoes,269205.11736
2021-08-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,352186.08625
2021-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,148524.97629
2021-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,243995.12274999998
2021-08-07 00:00:00,Wir lieben Gemüse,Broccoli,950557.2180599999
2021-08-07 00:00:00,Wir lieben Gemüse,Peppers,462916.98176999995
2021-08-08 00:00:00,Amamos las verduras,Cabbage,899806.2814999999
2021-08-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,545742.52596
2021-08-15 00:00:00,We love veggies,Broccoli,515796.77840999997
2021-08-15 00:00:00,We love veggies,Potatoes,191200.04259
2021-08-17 00:00:00,Amamos las verduras,Peppers,2261346.9471
2021-08-21 00:00:00,Amiamo le verdure,Peppers,989443.42449
2021-08-21 00:00:00,Volimo povrce,Peppers,1087060.35909
2021-08-23 00:00:00,Amamos las verduras,Broccoli,365958.89595
2021-08-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,990254.8634399999
2021-08-28 00:00:00,Volimo povrce,Cabbage,1006936.2329999999
2021-08-29 00:00:00,Volimo povrce,Cabbage,377643.20525
2021-09-02 00:00:00,Amamos las verduras,Potatoes,197664.62843999997
2021-09-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,258523.10124999998
2021-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,109194.77876999999
2021-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,179208.86975
2021-09-07 00:00:00,Wir lieben Gemüse,Broccoli,698216.2138199998
2021-09-07 00:00:00,Wir lieben Gemüse,Peppers,340072.33569
2021-09-08 00:00:00,Amamos las verduras,Cabbage,660634.1034999999
2021-09-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,401117.73156
2021-09-15 00:00:00,We love veggies,Broccoli,379162.47987000004
2021-09-15 00:00:00,We love veggies,Potatoes,140733.12933
2021-09-17 00:00:00,Amamos las verduras,Peppers,1661211.66978
2021-09-21 00:00:00,Amiamo le verdure,Peppers,727135.7255099999
2021-09-21 00:00:00,Volimo povrce,Peppers,798833.5153499999
2021-09-23 00:00:00,Amamos las verduras,Broccoli,269667.42039
2021-09-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,728069.6321999999
2021-09-28 00:00:00,Volimo povrce,Cabbage,774572.81275
2021-09-29 00:00:00,Volimo povrce,Cabbage,243694.02474999998
2021-10-02 00:00:00,Amamos las verduras,Potatoes,197649.31940999997
2021-10-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,258471.126
2021-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,109087.3791
2021-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,179121.0495
2021-10-07 00:00:00,Wir lieben Gemüse,Broccoli,697931.2759199999
2021-10-07 00:00:00,Wir lieben Gemüse,Peppers,339916.28303999995
2021-10-08 00:00:00,Amamos las verduras,Cabbage,660506.8537499999
2021-10-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,400784.01897000003
2021-10-15 00:00:00,We love veggies,Broccoli,378840.28086000006
2021-10-15 00:00:00,We love veggies,Potatoes,140528.54502
2021-10-17 00:00:00,Amamos las verduras,Peppers,1660438.6089599999
2021-10-21 00:00:00,Amiamo le verdure,Peppers,726648.3610799998
2021-10-21 00:00:00,Volimo povrce,Peppers,798355.7541599999
2021-10-23 00:00:00,Amamos las verduras,Broccoli,269183.02596
2021-10-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,727348.71606
2021-10-28 00:00:00,Volimo povrce,Cabbage,774090.6975
2021-10-29 00:00:00,Volimo povrce,Cabbage,243193.987
2021-11-02 00:00:00,Amamos las verduras,Potatoes,197672.97882
2021-11-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,258481.87949999998
2021-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,109104.91374
2021-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,179135.3875
2021-11-07 00:00:00,Wir lieben Gemüse,Broccoli,698001.4144799999
2021-11-07 00:00:00,Wir lieben Gemüse,Peppers,339954.69599999994
2021-11-08 00:00:00,Amamos las verduras,Cabbage,660548.0754999999
2021-11-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,400824.83274
2021-11-15 00:00:00,We love veggies,Broccoli,378886.30929
2021-11-15 00:00:00,We love veggies,Potatoes,140557.77135
2021-11-17 00:00:00,Amamos las verduras,Peppers,1660592.2607999998
2021-11-21 00:00:00,Amiamo le verdure,Peppers,726727.5878099999
2021-11-21 00:00:00,Volimo povrce,Peppers,798449.3857499999
2021-11-23 00:00:00,Amamos las verduras,Broccoli,269266.31549999997
2021-11-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,727429.4364
2021-11-28 00:00:00,Volimo povrce,Cabbage,774173.1409999998
2021-11-29 00:00:00,Volimo povrce,Cabbage,243278.22275
2021-12-02 00:00:00,Amamos las verduras,Potatoes,153836.26728
2021-12-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,201249.96024999997
2021-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,84874.23309
2021-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,139428.08875
2021-12-07 00:00:00,Wir lieben Gemüse,Broccoli,543192.4615799999
2021-12-07 00:00:00,Wir lieben Gemüse,Peppers,264533.24984999996
2021-12-08 00:00:00,Amamos las verduras,Cabbage,514185.7715
2021-12-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,311865.219
2021-12-15 00:00:00,We love veggies,Broccoli,294755.10657
2021-12-15 00:00:00,We love veggies,Potatoes,109266.11403
2021-12-17 00:00:00,Amamos las verduras,Peppers,1292245.58574
2021-12-21 00:00:00,Amiamo le verdure,Peppers,565421.9655299999
2021-12-21 00:00:00,Volimo povrce,Peppers,621207.18669
2021-12-23 00:00:00,Amamos las verduras,Broccoli,209146.61043
2021-12-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,565888.55184
2021-12-28 00:00:00,Volimo povrce,Cabbage,575419.7849999999
2021-12-29 00:00:00,Volimo povrce,Cabbage,215824.53725
