Date,Customer,Veggie,Value
2019-06-29 00:00:00,Volimo povrce,Cabbage,122973.44149999999
2019-07-02 00:00:00,Amamos las verduras,Potatoes,461475.40031999996
2019-07-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,603744.504
2019-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,254602.9728
2019-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,418268.136
2019-07-07 00:00:00,Wir lieben Gemüse,Broccoli,1642925.6294399998
2019-07-07 00:00:00,Wir lieben Gemüse,Peppers,793534.92768
2019-07-08 00:00:00,Amamos las verduras,Cabbage,1542482.0399999998
2019-07-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,935509.22784
2019-07-15 00:00:00,We love veggies,Broccoli,884166.68736
2019-07-15 00:00:00,We love veggies,Potatoes,327735.71424
2019-07-17 00:00:00,Amamos las verduras,Peppers,3908441.85408
2019-07-21 00:00:00,Amiamo le verdure,Peppers,1696085.8358399998
2019-07-21 00:00:00,Volimo povrce,Peppers,1863412.6896
2019-07-23 00:00:00,Amamos las verduras,Broccoli,627249.14208
2019-07-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1711493.8847999999
2019-07-28 00:00:00,Volimo povrce,Cabbage,1726065.792
2019-07-29 00:00:00,Volimo povrce,Cabbage,666889.056
2019-08-02 00:00:00,Amamos las verduras,Potatoes,538387.96704
2019-08-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,704368.588
2019-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,297036.8016
2019-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,487979.49199999997
2019-08-07 00:00:00,Wir lieben Gemüse,Broccoli,1916746.5676799999
2019-08-07 00:00:00,Wir lieben Gemüse,Peppers,925790.74896
2019-08-08 00:00:00,Amamos las verduras,Cabbage,1799562.38
2019-08-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,1091427.43248
2019-08-15 00:00:00,We love veggies,Broccoli,1031527.80192
2019-08-15 00:00:00,We love veggies,Potatoes,382358.33327999996
2019-08-17 00:00:00,Amamos las verduras,Peppers,4559848.82976
2019-08-21 00:00:00,Amiamo le verdure,Peppers,1978766.80848
2019-08-21 00:00:00,Volimo povrce,Peppers,2173981.4712
2019-08-23 00:00:00,Amamos las verduras,Broccoli,731790.66576
2019-08-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1996742.8656
2019-08-28 00:00:00,Volimo povrce,Cabbage,2013743.4239999999
2019-08-29 00:00:00,Volimo povrce,Cabbage,778037.232
2019-09-02 00:00:00,Amamos las verduras,Potatoes,372387.97955999995
2019-09-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,487187.3175
2019-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,205571.7357
2019-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,337591.7945
2019-09-07 00:00:00,Wir lieben Gemüse,Broccoli,1305719.15943
2019-09-07 00:00:00,Wir lieben Gemüse,Peppers,640492.89342
2019-09-08 00:00:00,Amamos las verduras,Cabbage,1244731.963
2019-09-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,755256.41304
2019-09-15 00:00:00,We love veggies,Broccoli,713830.81074
2019-09-15 00:00:00,We love veggies,Potatoes,264720.9633
2019-09-17 00:00:00,Amamos las verduras,Peppers,3106386.4517099997
2019-09-21 00:00:00,Amiamo le verdure,Peppers,1369167.5381399998
2019-09-21 00:00:00,Volimo povrce,Peppers,1504189.09254
2019-09-23 00:00:00,Amamos las verduras,Broccoli,506816.8509
2019-09-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1360875.3459
2019-09-28 00:00:00,Volimo povrce,Cabbage,1321440.263
2019-09-29 00:00:00,Volimo povrce,Cabbage,581404.10775
2019-10-02 00:00:00,Amamos las verduras,Potatoes,368903.08764
2019-10-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,482566.897
2019-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,203542.10112
2019-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,334340.653
2019-10-07 00:00:00,Wir lieben Gemüse,Broccoli,1296445.5267
2019-10-07 00:00:00,Wir lieben Gemüse,Peppers,634351.62144
2019-10-08 00:00:00,Amamos las verduras,Cabbage,1232953.2959999999
2019-10-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,747842.71176
2019-10-15 00:00:00,We love veggies,Broccoli,706825.72206
2019-10-15 00:00:00,We love veggies,Potatoes,262043.27477999998
2019-10-17 00:00:00,Amamos las verduras,Peppers,3084176.5583999995
2019-10-21 00:00:00,Amiamo le verdure,Peppers,1355867.05074
2019-10-21 00:00:00,Volimo povrce,Peppers,1489649.78718
2019-10-23 00:00:00,Amamos las verduras,Broccoli,501622.21379999997
2019-10-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1350632.2130999998
2019-10-28 00:00:00,Volimo povrce,Cabbage,1320999.3694999998
2019-10-29 00:00:00,Volimo povrce,Cabbage,567639.62775
2019-11-02 00:00:00,Amamos las verduras,Potatoes,353165.40479999996
2019-11-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,461997.24375
2019-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,194890.94811
2019-11-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,320104.81124999997
2019-11-07 00:00:00,Wir lieben Gemüse,Broccoli,1256137.773
2019-11-07 00:00:00,Wir lieben Gemüse,Peppers,607335.3065099999
2019-11-08 00:00:00,Amamos las verduras,Cabbage,1180393.7725
2019-11-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,716046.38412
2019-11-15 00:00:00,We love veggies,Broccoli,676773.54093
2019-11-15 00:00:00,We love veggies,Potatoes,250927.52727
2019-11-17 00:00:00,Amamos las verduras,Peppers,2988336.2232
2019-11-21 00:00:00,Amiamo le verdure,Peppers,1298177.98725
2019-11-21 00:00:00,Volimo povrce,Peppers,1426246.7958899997
2019-11-23 00:00:00,Amamos las verduras,Broccoli,480368.03829
2019-11-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1308830.21082
2019-11-28 00:00:00,Volimo povrce,Cabbage,1321128.4115
2019-11-29 00:00:00,Volimo povrce,Cabbage,509025.88375
2019-12-02 00:00:00,Amamos las verduras,Potatoes,353098.60175999993
2019-12-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,461956.02199999994
2019-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,194809.8504
2019-12-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,320038.498
2019-12-07 00:00:00,Wir lieben Gemüse,Broccoli,1255760.77824
2019-12-07 00:00:00,Wir lieben Gemüse,Peppers,607174.45224
2019-12-08 00:00:00,Amamos las verduras,Cabbage,1180232.47
2019-12-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,715806.3031199999
2019-12-15 00:00:00,We love veggies,Broccoli,676521.4804799999
2019-12-15 00:00:00,We love veggies,Potatoes,250767.47832
2019-12-17 00:00:00,Amamos las verduras,Peppers,2987395.1056799996
2019-12-21 00:00:00,Amiamo le verdure,Peppers,1297762.6471199999
2019-12-21 00:00:00,Volimo povrce,Peppers,1425793.0428
2019-12-23 00:00:00,Amamos las verduras,Broccoli,479940.63143999997
2019-12-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1308170.5307999998
2019-12-28 00:00:00,Volimo povrce,Cabbage,1320701.856
2019-12-29 00:00:00,Volimo povrce,Cabbage,508339.452
2020-01-02 00:00:00,Amamos las verduras,Potatoes,38456.283359999994
2020-01-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,50312.041999999994
2020-01-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,21216.914399999998
2020-01-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,34855.678
2020-01-07 00:00:00,Wir lieben Gemüse,Broccoli,135788.25215999997
2020-01-07 00:00:00,Wir lieben Gemüse,Peppers,66127.91064
2020-01-08 00:00:00,Amamos las verduras,Cabbage,128540.17
2020-01-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,77959.10231999999
2020-01-15 00:00:00,We love veggies,Broccoli,73680.55728
2020-01-15 00:00:00,We love veggies,Potatoes,27311.30952
2020-01-17 00:00:00,Amamos las verduras,Peppers,323033.78712
2020-01-21 00:00:00,Amiamo le verdure,Peppers,141340.48632
2020-01-21 00:00:00,Volimo povrce,Peppers,155284.3908
2020-01-23 00:00:00,Amamos las verduras,Broccoli,52270.76184
2020-01-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,141455.4372
2020-01-28 00:00:00,Volimo povrce,Cabbage,143838.816
2020-01-29 00:00:00,Volimo povrce,Cabbage,53939.556
2020-02-02 00:00:00,Amamos las verduras,Potatoes,48944.36064
2020-02-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,64033.507999999994
2020-02-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,27003.3456
2020-02-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,44361.772
2020-02-07 00:00:00,Wir lieben Gemüse,Broccoli,172821.41184000002
2020-02-07 00:00:00,Wir lieben Gemüse,Peppers,84162.79535999999
2020-02-08 00:00:00,Amamos las verduras,Cabbage,163596.58
2020-02-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,99220.67568
2020-02-15 00:00:00,We love veggies,Broccoli,93775.25472
2020-02-15 00:00:00,We love veggies,Potatoes,34759.84848
2020-02-17 00:00:00,Amamos las verduras,Peppers,411133.91088
2020-02-21 00:00:00,Amiamo le verdure,Peppers,179887.89168
2020-02-21 00:00:00,Volimo povrce,Peppers,197634.67919999998
2020-02-23 00:00:00,Amamos las verduras,Broccoli,66526.42416
2020-02-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,180034.1928
2020-02-28 00:00:00,Volimo povrce,Cabbage,183067.584
2020-02-29 00:00:00,Volimo povrce,Cabbage,68650.344
2020-03-02 00:00:00,Amamos las verduras,Potatoes,87461.88011999999
2020-03-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,114377.81049999999
2020-03-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,48286.014899999995
2020-03-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,79271.2175
2020-03-07 00:00:00,Wir lieben Gemüse,Broccoli,308863.91627999995
2020-03-07 00:00:00,Wir lieben Gemüse,Peppers,150429.95298
2020-03-08 00:00:00,Amamos las verduras,Cabbage,292280.13
2020-03-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,177381.44604
2020-03-15 00:00:00,We love veggies,Broccoli,167670.61134
2020-03-15 00:00:00,We love veggies,Potatoes,62207.54753999999
2020-03-17 00:00:00,Amamos las verduras,Peppers,734811.11508
2020-03-21 00:00:00,Amiamo le verdure,Peppers,321588.49950000003
2020-03-21 00:00:00,Volimo povrce,Peppers,353317.60445999994
2020-03-23 00:00:00,Amamos las verduras,Broccoli,119169.7971
2020-03-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,321923.84976
2020-03-28 00:00:00,Volimo povrce,Cabbage,327279.18799999997
2020-03-29 00:00:00,Volimo povrce,Cabbage,122973.44149999999
2020-04-02 00:00:00,Amamos las verduras,Potatoes,87461.88011999999
2020-04-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,114377.81049999999
2020-04-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,48286.014899999995
2020-04-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,79271.2175
2020-04-07 00:00:00,Wir lieben Gemüse,Broccoli,403130.14092
2020-04-07 00:00:00,Wir lieben Gemüse,Peppers,150429.95298
2020-04-08 00:00:00,Amamos las verduras,Cabbage,292280.13
2020-04-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,177381.44604
2020-04-15 00:00:00,We love veggies,Broccoli,167670.61134
2020-04-15 00:00:00,We love veggies,Potatoes,62207.54753999999
2020-04-17 00:00:00,Amamos las verduras,Peppers,959065.97556
2020-04-21 00:00:00,Amiamo le verdure,Peppers,321588.49950000003
2020-04-21 00:00:00,Volimo povrce,Peppers,353317.60445999994
2020-04-23 00:00:00,Amamos las verduras,Broccoli,119169.7971
2020-04-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,420124.31856
2020-04-28 00:00:00,Volimo povrce,Cabbage,327279.18799999997
2020-04-29 00:00:00,Volimo povrce,Cabbage,260274.12949999998
2020-05-02 00:00:00,Amamos las verduras,Potatoes,262324.40423999995
2020-05-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,343101.171
2020-05-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,144792.28979999997
2020-05-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,237759.885
2020-05-07 00:00:00,Wir lieben Gemüse,Broccoli,926337.49656
2020-05-07 00:00:00,Wir lieben Gemüse,Peppers,451150.61196
2020-05-08 00:00:00,Amamos las verduras,Cabbage,876697.01
2020-05-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,531942.6700800001
2020-05-15 00:00:00,We love veggies,Broccoli,502797.03468
2020-05-15 00:00:00,We love veggies,Potatoes,186486.25308
2020-05-17 00:00:00,Amamos las verduras,Peppers,2203789.9281599997
2020-05-21 00:00:00,Amiamo le verdure,Peppers,964405.3769999999
2020-05-21 00:00:00,Volimo povrce,Peppers,1059554.27892
2020-05-23 00:00:00,Amamos las verduras,Broccoli,357136.7801999999
2020-05-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,965337.3295199999
2020-05-28 00:00:00,Volimo povrce,Cabbage,981464.776
2020-05-29 00:00:00,Volimo povrce,Cabbage,368536.783
2020-06-02 00:00:00,Amamos las verduras,Potatoes,87461.88011999999
2020-06-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,114377.81049999999
2020-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,48286.014899999995
2020-06-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,79271.2175
2020-06-07 00:00:00,Wir lieben Gemüse,Broccoli,308863.91627999995
2020-06-07 00:00:00,Wir lieben Gemüse,Peppers,150429.95298
2020-06-08 00:00:00,Amamos las verduras,Cabbage,292280.13
2020-06-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,177381.44604
2020-06-15 00:00:00,We love veggies,Broccoli,167670.61134
2020-06-15 00:00:00,We love veggies,Potatoes,62207.54753999999
2020-06-17 00:00:00,Amamos las verduras,Peppers,734811.11508
2020-06-21 00:00:00,Amiamo le verdure,Peppers,321588.49950000003
2020-06-21 00:00:00,Volimo povrce,Peppers,353317.60445999994
2020-06-23 00:00:00,Amamos las verduras,Broccoli,119169.7971
2020-06-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,321923.84976
2020-06-28 00:00:00,Volimo povrce,Cabbage,327279.18799999997
2020-06-29 00:00:00,Volimo povrce,Cabbage,122973.44149999999
2020-07-02 00:00:00,Amamos las verduras,Potatoes,461475.40031999996
2020-07-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,603744.504
2020-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,254602.9728
2020-07-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,418268.136
2020-07-07 00:00:00,Wir lieben Gemüse,Broccoli,1629459.02592
2020-07-07 00:00:00,Wir lieben Gemüse,Peppers,793534.92768
2020-07-08 00:00:00,Amamos las verduras,Cabbage,1542482.0399999998
2020-07-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,935509.22784
2020-07-15 00:00:00,We love veggies,Broccoli,884166.68736
2020-07-15 00:00:00,We love veggies,Potatoes,327735.71424
2020-07-17 00:00:00,Amamos las verduras,Peppers,3876405.44544
2020-07-21 00:00:00,Amiamo le verdure,Peppers,1696085.8358399998
2020-07-21 00:00:00,Volimo povrce,Peppers,1863412.6896
2020-07-23 00:00:00,Amamos las verduras,Broccoli,627249.14208
2020-07-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1697465.2463999998
2020-07-28 00:00:00,Volimo povrce,Cabbage,1726065.792
2020-07-29 00:00:00,Volimo povrce,Cabbage,647274.672
2020-08-02 00:00:00,Amamos las verduras,Potatoes,538387.96704
2020-08-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,704368.588
2020-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,297036.8016
2020-08-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,487979.49199999997
2020-08-07 00:00:00,Wir lieben Gemüse,Broccoli,1901035.5302399998
2020-08-07 00:00:00,Wir lieben Gemüse,Peppers,925790.74896
2020-08-08 00:00:00,Amamos las verduras,Cabbage,1799562.38
2020-08-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,1091427.43248
2020-08-15 00:00:00,We love veggies,Broccoli,1031527.80192
2020-08-15 00:00:00,We love veggies,Potatoes,382358.33327999996
2020-08-17 00:00:00,Amamos las verduras,Peppers,4522473.01968
2020-08-21 00:00:00,Amiamo le verdure,Peppers,1978766.80848
2020-08-21 00:00:00,Volimo povrce,Peppers,2173981.4712
2020-08-23 00:00:00,Amamos las verduras,Broccoli,731790.66576
2020-08-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1980376.1208
2020-08-28 00:00:00,Volimo povrce,Cabbage,2013743.4239999999
2020-08-29 00:00:00,Volimo povrce,Cabbage,755153.784
2020-09-02 00:00:00,Amamos las verduras,Potatoes,307680.88493999996
2020-09-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,402533.97325
2020-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,169812.02925
2020-09-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,278908.15275
2020-09-07 00:00:00,Wir lieben Gemüse,Broccoli,1086538.35126
2020-09-07 00:00:00,Wir lieben Gemüse,Peppers,529150.52805
2020-09-08 00:00:00,Amamos las verduras,Cabbage,1028436.0639999999
2020-09-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,623908.09794
2020-09-15 00:00:00,We love veggies,Broccoli,589678.98405
2020-09-15 00:00:00,We love veggies,Potatoes,218639.39127
2020-09-17 00:00:00,Amamos las verduras,Peppers,2584880.1026999997
2020-09-21 00:00:00,Amiamo le verdure,Peppers,1131091.21449
2020-09-21 00:00:00,Volimo povrce,Peppers,1242652.05357
2020-09-23 00:00:00,Amamos las verduras,Broccoli,418536.51399
2020-09-26 00:00:00,Mi mamo radi zelenjavo d.o.o.,Potatoes,1132150.08732
2020-09-28 00:00:00,Volimo povrce,Cabbage,1151079.7315
2020-09-29 00:00:00,Volimo povrce,Cabbage,431898.19724999997
2020-10-02 00:00:00,Amamos las verduras,Potatoes,307686.45186
2020-10-03 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,402510.674
2020-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Broccoli,169761.61716
2020-10-05 00:00:00,Mi mamo radi zelenjavo d.o.o.,Cabbage,278866.931
2020-10-07 00:00:00,Wir lieben Gemüse,Broccoli,1086419.99244
2020-10-07 00:00:00,Wir lieben Gemüse,Peppers,529085.70618
2020-10-08 00:00:00,Amamos las verduras,Cabbage,1028389.4654999999
2020-10-14 00:00:00,Mi mamo radi zelenjavo d.o.o.,Peppers,623744.84286
2020-10-15 00:00:00,We love veggies,Broccoli,589525.55595
2020-10-15 00:00:00,We love veggies,Potatoes,218541.97017
2020-10-17 00:00:00,Amamos las verduras,Peppers,2584539.1876799995
2020-10-21 00:00:00,Amiamo le verdure,Peppers,1130865.53835
